İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Araç Durumu,Fiyat
40041670,14 Mayıs 2026,Tofaş,Doğan,SLX ie,2001,11.111 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,96 hp,Arkadan İtiş,"6,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,195000.0
39690097,14 Mayıs 2026,Tofaş,Kartal,SLX ie,1997,290.000 km,Düz,LPG & Benzin,Station wagon,Füme,1581 cc,83 hp,Arkadan İtiş,,52 lt,2 değişen,Takasa Uygun,Galeriden,İkinci El,235000.0
39663359,14 Mayıs 2026,Tofaş,Şahin,1.6,1992,195.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,76 - 100 HP,Arkadan İtiş,,52 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,140000.0
39661958,14 Mayıs 2026,Tofaş,Doğan,L,1991,120.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,150000.0
39655877,14 Mayıs 2026,Tofaş,Şahin,1.6,1992,99.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,76 - 100 HP,Arkadan İtiş,,52 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,119750.0
39648062,14 Mayıs 2026,Tofaş,Şahin,1.6,1991,123.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,76 - 100 HP,Arkadan İtiş,,52 lt,Tamamı boyalı,Takasa Uygun Değil,Galeriden,İkinci El,175000.0
39645709,14 Mayıs 2026,Tofaş,Şahin,S,1997,300.000 km,Düz,Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,"2 değişen, 9 boyalı",Takasa Uygun,Galeriden,İkinci El,245000.0
39642942,14 Mayıs 2026,Tofaş,Şahin,1.6,1992,150.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,76 - 100 HP,Arkadan İtiş,,52 lt,"2 boyalı, 2 lokal boyalı",Takasa Uygun,Galeriden,İkinci El,150000.0
39242269,14 Mayıs 2026,Tofaş,Doğan,SLX ie,1997,159.000 km,Düz,LPG & Benzin,Sedan,Gri,1581 cc,96 hp,Arkadan İtiş,"6,6 lt",45 lt,1 değişen,Takasa Uygun,Galeriden,İkinci El,284900.0
38289031,14 Mayıs 2026,Tofaş,Şahin,1.6,1997,200.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,76 - 100 HP,Arkadan İtiş,,52 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,265000.0
38071715,14 Mayıs 2026,Tofaş,Doğan,SLX ie,1998,222.255 km,Düz,LPG & Benzin,Sedan,Mavi,1581 cc,96 hp,Arkadan İtiş,"6,6 lt",45 lt,"1 değişen, 10 boyalı",Takasa Uygun,Galeriden,İkinci El,265000.0
37274299,14 Mayıs 2026,Tofaş,Doğan,L,1990,100.000 km,Düz,LPG & Benzin,Sedan,Mavi,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,130000.0
35257570,14 Mayıs 2026,Tofaş,Kartal,SLX,1997,111.111 km,Düz,LPG & Benzin,Station wagon,Beyaz,1581 cc,83 hp,Arkadan İtiş,,52 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,208500.0
34756982,14 Mayıs 2026,Tofaş,Doğan,SL,1992,240.000 km,Düz,LPG & Benzin,Sedan,Bej,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,125000.0
34642822,14 Mayıs 2026,Tofaş,Doğan,SLX,1993,45.807 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,,50 lt,12 boyalı,Takasa Uygun,Galeriden,İkinci El,155000.0
32568429,14 Mayıs 2026,Tofaş,Kartal,SLX,1995,100.000 km,Düz,Benzin,Station wagon,Turkuaz,1581 cc,83 hp,Arkadan İtiş,,52 lt,Tamamı boyalı,Takasa Uygun,Galeriden,İkinci El,399900.0
28672264,14 Mayıs 2026,Tofaş,Kartal,SL,1994,200.000 km,Düz,LPG & Benzin,Station wagon,Beyaz,1581 cc,83 hp,Arkadan İtiş,,52 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,155000.0
28672142,14 Mayıs 2026,Tofaş,Şahin,1.6,1995,190.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,76 - 100 HP,Arkadan İtiş,,52 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,160000.0
26491683,14 Mayıs 2026,Tofaş,Kartal,Kartal 5 Vites,1992,143.441 km,Düz,LPG & Benzin,Station wagon,Beyaz,1581 cc,83 hp,Arkadan İtiş,,52 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,145000.0
40054118,14 Mayıs 2026,Tofaş,Şahin,1.6 ie,2001,186.000 km,Düz,LPG & Benzin,Sedan,Gri,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,"2 değişen, 11 boyalı",Takasa Uygun,Galeriden,İkinci El,250000.0
39655577,14 Mayıs 2026,Tofaş,Doğan,1.6 ie,2001,220.000 km,Düz,LPG & Benzin,Sedan,Gri,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,4 boyalı,Takasa Uygun,Galeriden,İkinci El,295000.0
40054123,14 Mayıs 2026,Tofaş,Şahin,1.6 ie,2000,285.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,1 lokal boyalı,Takasa Uygun,Galeriden,İkinci El,235000.0
40054119,14 Mayıs 2026,Tofaş,Şahin,1.6 ie,2000,70.300 km,Düz,LPG & Benzin,Sedan,Gri,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,"3 değişen, 10 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,198900.0
40053572,14 Mayıs 2026,Tofaş,Doğan,SLX,1998,100.000 km,Düz,LPG & Benzin,Sedan,Gri,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,229000.0
40050900,14 Mayıs 2026,Tofaş,Şahin,S,1998,101.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,Tamamı boyalı,Takasa Uygun,Galeriden,İkinci El,208000.0
40050872,14 Mayıs 2026,Tofaş,Şahin,S,1996,100.000 km,Düz,LPG & Benzin,Sedan,Bordo,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,185000.0
40050862,14 Mayıs 2026,Tofaş,Şahin,S,1996,100.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,145000.0
40050843,14 Mayıs 2026,Tofaş,Şahin,S,1998,100.000 km,Düz,LPG & Benzin,Sedan,Bordo,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,72000.0
40050835,14 Mayıs 2026,Tofaş,Şahin,S,1996,100.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,2 değişen,Takasa Uygun Değil,Galeriden,İkinci El,165000.0
40050830,14 Mayıs 2026,Tofaş,Şahin,S,1998,199.500 km,Düz,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,11 boyalı,Takasa Uygun,Galeriden,İkinci El,159000.0
40050818,14 Mayıs 2026,Tofaş,Şahin,S,1997,99.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,7 boyalı,Takasa Uygun,Galeriden,İkinci El,105000.0
39658352,14 Mayıs 2026,Tofaş,Şahin,S,1998,200.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,51 - 75 HP,Arkadan İtiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,165000.0
39658348,14 Mayıs 2026,Tofaş,Şahin,S,1998,11.111 km,Düz,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,6 boyalı,Takasa Uygun,Galeriden,İkinci El,158500.0
39658173,14 Mayıs 2026,Tofaş,Şahin,1.6 ie,2000,49.000 km,Düz,LPG & Benzin,Sedan,Gri,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,Tamamı boyalı,Takasa Uygun,Galeriden,İkinci El,155000.0
39013438,14 Mayıs 2026,Tofaş,Kartal,1.6 ie,2001,158.058 km,Düz,LPG & Benzin,Station wagon,Gri,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,,,Tamamı boyalı,Takasa Uygun Değil,Galeriden,İkinci El,330000.0
40437315,14 Mayıs 2026,Tofaş,Şahin,1.6,1995,100.000 km,Düz,LPG & Benzin,Sedan,Diğer,1581 cc,-,Arkadan İtiş,,52 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,İkinci El,220000.0
40437691,14 Mayıs 2026,Tofaş,Kartal,S,1997,100.000 km,Düz,LPG & Benzin,Station wagon,Beyaz,1581 cc,83 hp,Arkadan İtiş,"6,6 lt",52 lt,Belirtilmemiş,,Sahibinden,İkinci El,170000.0
40435160,14 Mayıs 2026,Tofaş,Doğan,SLX ie,2000,94.000 km,Düz,Benzin,Sedan,Bordo,1581 cc,96 hp,Arkadan İtiş,"6,6 lt",45 lt,Tamamı orjinal,,Sahibinden,İkinci El,340000.0
40414955,14 Mayıs 2026,Tofaş,Doğan,SLX,1993,230.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,,50 lt,Belirtilmemiş,,Sahibinden,İkinci El,225000.0
40436695,14 Mayıs 2026,Tofaş,Kartal,SLX,1996,63.143 km,Düz,LPG & Benzin,Station wagon,Yeşil,1581 cc,83 hp,Arkadan İtiş,,52 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,190000.0
40437285,14 Mayıs 2026,Tofaş,Doğan,SL,1992,225.000 km,Düz,LPG & Benzin,Sedan,Şampanya,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,160000.0
40436052,14 Mayıs 2026,Tofaş,Şahin,S,1995,200.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,80 hp,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,165000.0
40435901,14 Mayıs 2026,Tofaş,Şahin,S,2000,273.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,7 boyalı,,Sahibinden,İkinci El,185000.0
40435963,14 Mayıs 2026,Tofaş,Şahin,S,2000,250.000 km,Düz,Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,Tamamı orjinal,,Sahibinden,İkinci El,160000.0
40434949,14 Mayıs 2026,Tofaş,Şahin,S,1997,6.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,2 değişen,Takasa Uygun,Sahibinden,İkinci El,210000.0
40434185,13 Mayıs 2026,Tofaş,Şahin,1.6,1994,2.280.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,120000.0
40434951,13 Mayıs 2026,Tofaş,Doğan,SLX ie,2000,94.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,96 hp,Arkadan İtiş,"6,6 lt",45 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,İkinci El,340000.0
40407362,13 Mayıs 2026,Tofaş,Doğan,S,1994,200.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",50 lt,2 değişen,,Sahibinden,İkinci El,205000.0
40434924,13 Mayıs 2026,Tofaş,Şahin,S,1999,40.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,"1 değişen, 1 lokal boyalı",,Sahibinden,İkinci El,140000.0
40434108,13 Mayıs 2026,Tofaş,Şahin,1.6,1993,500.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,90000.0
40433534,13 Mayıs 2026,Tofaş,Şahin,S,1999,50.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,Tamamı orjinal,,Sahibinden,İkinci El,165000.0
40433588,13 Mayıs 2026,Tofaş,Murat,131,1987,75.000 km,Düz,LPG & Benzin,Sedan,Sarı,1297 cc,65 hp,Arkadan İtiş,,50 lt,Tamamı orjinal,,Sahibinden,İkinci El,150000.0
40433582,13 Mayıs 2026,Tofaş,Murat,131,1985,222.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,,,,,,Belirtilmemiş,,Sahibinden,İkinci El,95000.0
38018531,13 Mayıs 2026,Tofaş,Şahin,1.6,1993,61.000 km,Düz,LPG & Benzin,Sedan,Siyah,1581 cc,,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,182000.0
40432821,13 Mayıs 2026,Tofaş,Şahin,S,1994,180.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,"6,8 lt",52 lt,3 boyalı,,Sahibinden,İkinci El,249500.0
36379012,13 Mayıs 2026,Tofaş,Doğan,SLX,1993,250.000 km,Düz,LPG & Benzin,Sedan,Şampanya,1581 cc,83 hp,Arkadan İtiş,,50 lt,Tamamı orjinal,,Sahibinden,İkinci El,185000.0
40436421,14 Mayıs 2026,Tofaş,Şahin,Şahin 5 Vites,1993,396.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,95000.0
40430241,13 Mayıs 2026,Tofaş,Şahin,1.6,1993,100.000 km,Düz,LPG & Benzin,Sedan,Bej,1581 cc,,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,140000.0
40432210,13 Mayıs 2026,Tofaş,Şahin,S,1996,160.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,Tamamı orjinal,,Sahibinden,İkinci El,220000.0
40431971,13 Mayıs 2026,Tofaş,Doğan,SLX,1994,100.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,,50 lt,11 boyalı,Takasa Uygun,Sahibinden,İkinci El,210000.0
40431587,13 Mayıs 2026,Tofaş,Doğan,1.6 ie,2001,200.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,96 hp,Arkadan İtiş,"6,6 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,220000.0
40155876,13 Mayıs 2026,Tofaş,Şahin,1.6,1994,136.564 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,76 - 100 HP,Arkadan İtiş,,52 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,108000.0
40429732,13 Mayıs 2026,Tofaş,Doğan,S,1998,200.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,İkinci El,140000.0
40379217,13 Mayıs 2026,Tofaş,Şahin,Şahin 5 Vites,1995,300.000 km,Düz,Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,135250.0
40348891,13 Mayıs 2026,Tofaş,Doğan,S,1995,176.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",50 lt,"1 değişen, 1 boyalı",,Sahibinden,İkinci El,255000.0
40429220,13 Mayıs 2026,Tofaş,Şahin,1.6 ie,2000,51.000 km,Düz,LPG & Benzin,Sedan,Gri (metalik),1581 cc,83 hp,Arkadan İtiş,,52 lt,11 boyalı,Takasa Uygun,Sahibinden,İkinci El,195000.0
40429040,13 Mayıs 2026,Tofaş,Şahin,1.6,1993,185.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,,Arkadan İtiş,,52 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,119000.0
40428796,13 Mayıs 2026,Tofaş,Şahin,1.6,1992,200.000 km,Düz,LPG & Benzin,Sedan,Mavi,1581 cc,,Arkadan İtiş,,52 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,110000.0
40428376,13 Mayıs 2026,Tofaş,Şahin,1.6,1995,6.000 km,Düz,LPG & Benzin,Sedan,Yeşil,,,,,,Belirtilmemiş,,Sahibinden,İkinci El,55000.0
40427802,13 Mayıs 2026,Tofaş,Şahin,1.6,1991,85.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,76 - 100 HP,Arkadan İtiş,,52 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,125000.0
40427743,13 Mayıs 2026,Tofaş,Doğan,S,1996,99.999 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,İkinci El,187000.0
40427625,13 Mayıs 2026,Tofaş,Şahin,1.6,1992,60.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,-,Arkadan İtiş,,52 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,175000.0
30865191,13 Mayıs 2026,Tofaş,Şahin,S,1996,315.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,2 boyalı,,Sahibinden,İkinci El,170000.0
40426498,13 Mayıs 2026,Tofaş,Şahin,1.6,1992,70.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,124000.0
40425397,13 Mayıs 2026,Tofaş,Doğan,SLX,1996,300.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,83 hp,Arkadan İtiş,,50 lt,5 boyalı,,Sahibinden,İkinci El,157000.0
40423159,13 Mayıs 2026,Tofaş,Doğan,L,1992,350.000 km,Düz,LPG & Benzin,Sedan,Diğer,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,İkinci El,83000.0
40424375,13 Mayıs 2026,Tofaş,Şahin,S,1997,6.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,"2 değişen, 2 boyalı, 1 lokal boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,185000.0
40424501,13 Mayıs 2026,Tofaş,Kartal,S,1996,96.000 km,Düz,LPG & Benzin,Station wagon,Mavi (metalik),1581 cc,83 hp,Arkadan İtiş,"6,6 lt",52 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,220000.0
40422512,13 Mayıs 2026,Tofaş,Doğan,SLX,1993,172.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,,50 lt,Tamamı boyalı,Takasa Uygun,Sahibinden,İkinci El,89999.0
40422467,13 Mayıs 2026,Tofaş,Şahin,1.6,1994,25.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,130000.0
40424000,13 Mayıs 2026,Tofaş,Doğan,L,1991,168.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",50 lt,Tamamı boyalı,Takasa Uygun,Sahibinden,İkinci El,145500.0
40423734,13 Mayıs 2026,Tofaş,Doğan,SLX,1994,200.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,,50 lt,1 değişen,Takasa Uygun,Sahibinden,İkinci El,210000.0
38713661,13 Mayıs 2026,Tofaş,Şahin,S,1995,650.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,155000.0
38015616,13 Mayıs 2026,Tofaş,Şahin,1.6,1993,37.000 km,Düz,LPG & Benzin,Sedan,Siyah,1581 cc,,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,145000.0
40422555,13 Mayıs 2026,Tofaş,Kartal,SLX,1994,300.000 km,Düz,LPG & Benzin,Station wagon,Yeşil,,,,,,Belirtilmemiş,,Sahibinden,İkinci El,135000.0
37825032,13 Mayıs 2026,Tofaş,Şahin,Şahin 5 Vites,1991,273.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,,52 lt,1 lokal boyalı,Takasa Uygun,Sahibinden,İkinci El,185000.0
40421630,13 Mayıs 2026,Tofaş,Şahin,1.6,1992,999.999 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,,Arkadan İtiş,,52 lt,Tamamı boyalı,,Sahibinden,İkinci El,118888.0
40416984,13 Mayıs 2026,Tofaş,Şahin,1.6,1994,160.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,,Arkadan İtiş,,52 lt,1 değişen,,Sahibinden,İkinci El,200000.0
40416774,13 Mayıs 2026,Tofaş,Şahin,1.6,1995,49.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,,Arkadan İtiş,,52 lt,"1 değişen, 12 boyalı",,Sahibinden,İkinci El,17000.0
40420570,13 Mayıs 2026,Tofaş,Doğan,L,1987,50.000 km,Düz,LPG & Benzin,Sedan,Yeşil (metalik),1581 cc,83 hp,Arkadan İtiş,"6,5 lt",50 lt,Belirtilmemiş,,Sahibinden,İkinci El,275000.0
40420110,13 Mayıs 2026,Tofaş,Doğan,SLX ie,1998,89.000 km,Düz,LPG & Benzin,Sedan,Bordo,1581 cc,96 hp,Arkadan İtiş,"6,6 lt",45 lt,1 değişen,,Sahibinden,İkinci El,270000.0
40416846,13 Mayıs 2026,Tofaş,Kartal,SL,1993,150.000 km,Düz,LPG & Benzin,Station wagon,Lacivert,1581 cc,83 hp,Arkadan İtiş,,52 lt,Tamamı orjinal,,Sahibinden,İkinci El,100000.0
40415435,13 Mayıs 2026,Tofaş,Şahin,1.6,1994,100.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,182000.0
40418924,13 Mayıs 2026,Tofaş,Doğan,1.6 ie,2001,175.000 km,Düz,LPG & Benzin,Sedan,Gri,1581 cc,96 hp,Arkadan İtiş,"6,6 lt",45 lt,Tamamı boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,210000.0
40414210,13 Mayıs 2026,Tofaş,Doğan,S,1997,62.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",50 lt,1 değişen,,Sahibinden,İkinci El,180000.0
40417741,13 Mayıs 2026,Tofaş,Doğan,SLX,1993,919.617 km,Düz,LPG & Benzin,Sedan,Kahverengi,1581 cc,83 hp,Arkadan İtiş,,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,150000.0
40418652,13 Mayıs 2026,Tofaş,Şahin,1.6 ie,2001,23.000 km,Düz,LPG & Benzin,Sedan,Gri,1581 cc,83 hp,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,210000.0
40418427,13 Mayıs 2026,Tofaş,Doğan,SLX,1998,100.000 km,Düz,LPG & Benzin,Sedan,Mavi (metalik),1581 cc,83 hp,Arkadan İtiş,,50 lt,Tamamı orjinal,,Sahibinden,İkinci El,190000.0
38640634,13 Mayıs 2026,Tofaş,Doğan,L,1991,200.000 km,Düz,LPG & Benzin,Sedan,Kahverengi,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,115000.0
40412253,13 Mayıs 2026,Tofaş,Doğan,SLX ie,1999,90.000 km,Düz,LPG & Benzin,Sedan,Mavi,1581 cc,96 hp,Arkadan İtiş,"6,6 lt",45 lt,10 boyalı,,Sahibinden,İkinci El,220000.0
40417739,13 Mayıs 2026,Tofaş,Serçe,,1994,96.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1239 cc,65 hp,Arkadan İtiş,,44 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,İkinci El,180000.0
40409522,13 Mayıs 2026,Tofaş,Şahin,S,1992,90.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,80 hp,Arkadan İtiş,"6,8 lt",52 lt,Belirtilmemiş,,Sahibinden,İkinci El,180000.0
40411144,13 Mayıs 2026,Tofaş,Şahin,1.6,1994,77.250 km,Düz,LPG & Benzin,Sedan,Beyaz,,,,,,Belirtilmemiş,,Sahibinden,İkinci El,220000.0
40416973,13 Mayıs 2026,Tofaş,Doğan,SLX,1993,200.000 km,Düz,Benzin,Sedan,Bordo,1581 cc,83 hp,Arkadan İtiş,,50 lt,1 değişen,,Sahibinden,İkinci El,220000.0
40416875,13 Mayıs 2026,Tofaş,Şahin,1.6 ie,2001,88.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,315000.0
40409833,13 Mayıs 2026,Tofaş,Şahin,1.6,1990,225.555 km,Düz,LPG & Benzin,Sedan,Kırmızı,1581 cc,,Arkadan İtiş,,52 lt,Belirtilmemiş,,Sahibinden,İkinci El,120000.0
40415457,13 Mayıs 2026,Tofaş,Doğan,SLX,1993,200.000 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,220000.0
40416022,13 Mayıs 2026,Tofaş,Şahin,1.6,1994,99.999 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,,Arkadan İtiş,,52 lt,"1 değişen, 1 boyalı",,Sahibinden,İkinci El,160000.0
40408568,13 Mayıs 2026,Tofaş,Şahin,S,1996,112.000 km,Düz,LPG & Benzin,Sedan,Lacivert,1581 cc,80 hp,Arkadan İtiş,,52 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,120000.0
40407936,13 Mayıs 2026,Tofaş,Doğan,L,1992,195.000 km,Düz,LPG & Benzin,Sedan,Füme,1581 cc,83 hp,Arkadan İtiş,"6,5 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,İkinci El,145000.0
