İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Araç Durumu,Fiyat
Kopyalandı35313881,14 Aralık 2025,Kia,Cerato,1.6 MPI Prestige,2022,169.000 km,Otomatik,Benzin,Sedan,Beyaz,1591 cc,128 hp,Önden Çekiş,"7,3 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,1420000.0
Kopyalandı35313876,14 Aralık 2025,Kia,Cerato,1.6 MPI Prestige,2022,82.795 km,Otomatik,Benzin,Sedan,Gri,1591 cc,128 hp,Önden Çekiş,"7,3 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1449500.0
Kopyalandı35313697,14 Aralık 2025,Kia,Rio,1.4 CVVT Elegance Tekno,2020,49.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,,,3 boyalı,Takasa Uygun,Galeriden,İkinci El,1105000.0
Kopyalandı35313690,14 Aralık 2025,Kia,Rio,1.4 CVVT Cool,2022,73.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,1030000.0
Kopyalandı35285903,14 Aralık 2025,Kia,Rio,1.4 CVVT Elegance,2020,43.500 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1368 cc,100 hp,Önden Çekiş,"5,9 lt",45 lt,3 boyalı,Takasa Uygun,Galeriden,İkinci El,1080000.0
Kopyalandı34753645,14 Aralık 2025,Kia,Sephia,1.6 GTX,1998,287.000 km,Düz,LPG & Benzin,Sedan,Mavi,1598 cc,80 hp,Önden Çekiş,,50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,160000.0
Kopyalandı34753519,14 Aralık 2025,Kia,Ceed,1.6 CRDi Cool,2009,241.000 km,Düz,Dizel,Hatchback/5,Siyah,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,,,7 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,445000.0
Kopyalandı34129222,14 Aralık 2025,Kia,Ceed,1.6 CRDi Concept Plus,2012,257.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1582 cc,128 hp,Önden Çekiş,"5,5 lt",53 lt,"2 değişen, 5 boyalı",Takasa Uygun,Galeriden,İkinci El,650000.0
Kopyalandı32080010,14 Aralık 2025,Kia,Picanto,1.0 MPI,2023,19.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1020000.0
Kopyalandı35798172,13 Aralık 2025,Kia,Cerato,1.6 CRDi Prestige,2018,97.500 km,Yarı Otomatik,Dizel,Station wagon,Füme,1582 cc,136 hp,Önden Çekiş,"4,6 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,İkinci El,950000.0
Kopyalandı35797092,13 Aralık 2025,Kia,Cerato,1.6 MPI Elegance,2024,45.000 km,Otomatik,Benzin,Sedan,Mavi,1591 cc,128 hp,Önden Çekiş,"7,3 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1449900.0
Kopyalandı35254090,13 Aralık 2025,Kia,Rio,1.4 CVVT Elegance Tekno,2020,68.550 km,Otomatik,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1140000.0
Kopyalandı35254043,13 Aralık 2025,Kia,Rio,1.4 CRDi Comfort,2015,110.000 km,Düz,Dizel,Hatchback/5,Beyaz,1396 cc,90 hp,Önden Çekiş,"3,9 lt",43 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,745000.0
Kopyalandı35785708,13 Aralık 2025,Kia,Rio,1.4 CVVT Elegance,2018,92.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,100 hp,Önden Çekiş,"6,1 lt",45 lt,1 boyalı,,Sahibinden,İkinci El,1070000.0
Kopyalandı35784437,13 Aralık 2025,Kia,Cerato,1.6 GSL Comfort,2011,180.000 km,Düz,LPG & Benzin,Sedan,Gri,1591 cc,126 hp,Önden Çekiş,"6,7 lt",52 lt,1 boyalı,,Sahibinden,İkinci El,510000.0
Kopyalandı35784088,13 Aralık 2025,Kia,Ceed,1.6 CRDi Concept Plus SW,2014,148.000 km,Düz,Dizel,Station wagon,Beyaz,1582 cc,128 hp,Önden Çekiş,"4,5 lt",53 lt,Belirtilmemiş,,Sahibinden,İkinci El,1050000.0
Kopyalandı35783469,13 Aralık 2025,Kia,Ceed,1.6 CRDi Concept SW,2010,317.000 km,Otomatik,Dizel,Station wagon,Gri (metalik),1582 cc,115 hp,Önden Çekiş,6 lt,53 lt,12 boyalı,Takasa Uygun Değil,Sahibinden,İkinci El,435000.0
Kopyalandı35212902,13 Aralık 2025,Kia,Cerato,1.6 CRDi Concept Plus,2017,112.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1582 cc,136 hp,Önden Çekiş,"4,6 lt",50 lt,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,İkinci El,1165000.0
Kopyalandı35212688,13 Aralık 2025,Kia,Rio,1.25 CVVT Fancy,2013,137.000 km,Düz,Benzin,Hatchback/5,Bordo,1248 cc,85 hp,Önden Çekiş,"5,1 lt",43 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,700000.0
Kopyalandı35212684,13 Aralık 2025,Kia,Ceed,1.6 CRDi Concept Plus,2015,188.000 km,Otomatik,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,4 boyalı,Takasa Uygun,Galeriden,İkinci El,1029000.0
Kopyalandı35212677,13 Aralık 2025,Kia,Picanto,1.0 MPI,2024,31.000 km,Otomatik,Benzin,Hatchback/5,Gri,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,5 boyalı,Takasa Uygun,Galeriden,İkinci El,918750.0
Kopyalandı35780891,13 Aralık 2025,Kia,Ceed,1.6 Concept,2011,260.000 km,Düz,Benzin,Hatchback/5,Gri (Gümüş),1591 cc,126 hp,Önden Çekiş,"5,9 lt",53 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,450000.0
Kopyalandı35780442,13 Aralık 2025,Kia,Cerato,1.6 CRDi Concept Plus,2017,148.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1582 cc,136 hp,Önden Çekiş,"4,6 lt",50 lt,"1 değişen, 5 boyalı",,Sahibinden,İkinci El,980000.0
Kopyalandı35787355,13 Aralık 2025,Kia,Picanto,1.1 EX,2007,251.000 km,Düz,Dizel,Hatchback/5,Gri,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,295000.0
Kopyalandı35787353,13 Aralık 2025,Kia,Picanto,1.0 MPI,2024,6.001 km,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1105000.0
Kopyalandı35787347,13 Aralık 2025,Kia,Picanto,1.0 MPI,2021,81.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,"2 değişen, 6 boyalı",Takasa Uygun,Galeriden,İkinci El,840000.0
Kopyalandı35787344,13 Aralık 2025,Kia,Picanto,1.25 EX,2016,74.000 km,Otomatik,Benzin,Hatchback/5,Bordo,1248 cc,85 hp,Önden Çekiş,"5,6 lt",35 lt,"2 değişen, 2 boyalı",Takasa Uygun,Galeriden,İkinci El,825000.0
Kopyalandı35130237,13 Aralık 2025,Kia,Picanto,1.0 MPI,2023,49.800 km,Otomatik,Benzin,Hatchback/5,Siyah,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Yetkili Bayiden,İkinci El,950000.0
Kopyalandı35787260,13 Aralık 2025,Kia,Cerato,1.6 CRDi Concept Plus,2016,166.000 km,Yarı Otomatik,Dizel,Sedan,Kırmızı,1582 cc,136 hp,Önden Çekiş,"4,6 lt",50 lt,2 boyalı,Takasa Uygun,Galeriden,İkinci El,1129900.0
Kopyalandı35787254,13 Aralık 2025,Kia,Cerato,1.6 CRDi Concept Plus,2017,223.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1582 cc,136 hp,Önden Çekiş,"4,6 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,895000.0
Kopyalandı35787251,13 Aralık 2025,Kia,Cerato,1.6 MPI Elegance,2022,85.000 km,Otomatik,Benzin,Sedan,Beyaz,1591 cc,128 hp,Önden Çekiş,"7,3 lt",50 lt,1 boyalı,Takasa Uygun,Galeriden,İkinci El,1320000.0
Kopyalandı35787246,13 Aralık 2025,Kia,Cerato,1.6 EX Advance,2008,100.000 km,Otomatik,Benzin,Sedan,Siyah,1591 cc,122 hp,Önden Çekiş,"7,3 lt",55 lt,"1 değişen, 8 boyalı",Takasa Uygun,Galeriden,İkinci El,670000.0
Kopyalandı35787243,13 Aralık 2025,Kia,Cerato,1.5 CRDi LX,2009,260.000 km,Düz,Dizel,Sedan,Gri,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,3 boyalı,Takasa Uygun,Galeriden,İkinci El,470000.0
Kopyalandı31603188,13 Aralık 2025,Kia,Cerato,1.5 CRDi LX,2007,450.000 km,Düz,Dizel,Hatchback/5,Gri,1493 cc,102 hp,Önden Çekiş,"4,9 lt",55 lt,10 boyalı,Takasa Uygun,Galeriden,İkinci El,330000.0
Kopyalandı35787160,13 Aralık 2025,Kia,Ceed,1.6 CRDi Premium,2016,186.000 km,Otomatik,Dizel,Hatchback/5,Kırmızı,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,2 boyalı,Takasa Uygun,Galeriden,İkinci El,1135000.0
Kopyalandı35787152,13 Aralık 2025,Kia,Ceed,1.0 Cool Tekno,2020,56.000 km,Düz,Benzin,Hatchback/5,Kırmızı,998 cc,100 hp,Önden Çekiş,"4,7 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1068000.0
Kopyalandı35787150,13 Aralık 2025,Kia,Ceed,1.6 CRDi Premium,2013,126.000 km,Otomatik,Dizel,Hatchback/5,Gri,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1170000.0
Kopyalandı35787148,13 Aralık 2025,Kia,Ceed,1.6 CRDi Concept Plus SW,2012,145.000 km,Otomatik,Dizel,Station wagon,Beyaz,1582 cc,128 hp,Önden Çekiş,"4,4 lt",53 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,865000.0
Kopyalandı35787143,13 Aralık 2025,Kia,Ceed,1.6 CRDi Concept SW,2010,320.000 km,Otomatik,Dizel,Station wagon,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,495000.0
Kopyalandı35787142,13 Aralık 2025,Kia,Ceed,1.6 CRDi Concept,2011,250.000 km,Otomatik,Dizel,Hatchback/5,Füme,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,4 boyalı,Takasa Uygun,Galeriden,İkinci El,720000.0
Kopyalandı35787141,13 Aralık 2025,Kia,Ceed,1.5 T-GDI Prestige,2023,33.000 km,Otomatik,Hibrit,Station wagon,Beyaz,1401 - 1600 cm3,151 - 175 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1920000.0
Kopyalandı34575596,13 Aralık 2025,Kia,Ceed,1.6 CRDi Concept Plus,2015,225.000 km,Otomatik,Dizel,Hatchback/5,Siyah,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,"2 değişen, 2 boyalı",Takasa Uygun,Galeriden,İkinci El,889000.0
Kopyalandı35787137,13 Aralık 2025,Kia,Ceed,1.5 T-GDI Elegance,2024,36.000 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1482 cc,160 hp,Önden Çekiş,"5,8 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1500000.0
Kopyalandı35786765,13 Aralık 2025,Kia,Rio,1.5 CRDi EX Comfort,2006,359.000 km,Düz,Dizel,Sedan,Beyaz,1493 cc,110 hp,Önden Çekiş,"4,7 lt",45 lt,Tamamı boyalı,Takasa Uygun Değil,Galeriden,İkinci El,255000.0
Kopyalandı35786722,13 Aralık 2025,Kia,Rio,1.4 CVVT Cool,2020,108.000 km,Otomatik,Benzin,Hatchback/5,Mavi,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1065000.0
Kopyalandı35786712,13 Aralık 2025,Kia,Rio,1.4 CVVT Cool,2022,84.900 km,Otomatik,Benzin,Hatchback/5,Mavi,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1099950.0
Kopyalandı35786710,13 Aralık 2025,Kia,Rio,1.4 CVVT Comfort,2016,61.650 km,Otomatik,Benzin,Hatchback/5,Beyaz,1396 cc,109 hp,Önden Çekiş,"6,3 lt",43 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1059000.0
Kopyalandı35786706,13 Aralık 2025,Kia,Rio,1.4 CVVT Cool,2022,113.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,İkinci El,1039000.0
Kopyalandı35786704,13 Aralık 2025,Kia,Rio,1.4 CVVT Cool,2022,85.780 km,Otomatik,Benzin,Hatchback/5,Gri,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1055000.0
Kopyalandı35786703,13 Aralık 2025,Kia,Rio,1.4 CVVT Cool,2022,72.690 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1368 cc,100 hp,Önden Çekiş,"6,2 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1150000.0
Kopyalandı35786699,13 Aralık 2025,Kia,Rio,1.4 CVVT Fancy,2012,270.000 km,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1396 cc,109 hp,Önden Çekiş,"6,4 lt",43 lt,"1 değişen, 9 boyalı",Takasa Uygun,Galeriden,İkinci El,599000.0
Kopyalandı34490116,13 Aralık 2025,Kia,Rio,1.4 CVVT Cool,2021,49.000 km,Otomatik,Benzin,Hatchback/5,Yeşil,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,,,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,İkinci El,989900.0
Kopyalandı32692842,13 Aralık 2025,Kia,Rio,1.4 CRDi Fancy,2013,217.000 km,Düz,Dizel,Hatchback/5,Beyaz,1396 cc,90 hp,Önden Çekiş,"4,5 lt",43 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,715000.0
Kopyalandı35771740,13 Aralık 2025,Kia,Picanto,1.0 MPI,2021,65.000 km,Otomatik,Benzin,Hatchback/5,Mavi,998 cc,67 hp,Önden Çekiş,"5,3 lt",35 lt,"1 değişen, 3 boyalı",,Sahibinden,İkinci El,836500.0
Kopyalandı35777086,13 Aralık 2025,Kia,Rio,1.25 CVVT Concept,2015,174.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1248 cc,85 hp,Önden Çekiş,"5,1 lt",43 lt,"2 değişen, 5 boyalı",Takasa Uygun Değil,Sahibinden,İkinci El,655000.0
Kopyalandı35777078,13 Aralık 2025,Kia,Rio,1.5 Comfort,2004,256.000 km,Düz,LPG & Benzin,Sedan,Altın,1493 cc,97 hp,Önden Çekiş,"7,1 lt",45 lt,2 boyalı,Takasa Uygun,Sahibinden,İkinci El,290000.0
Kopyalandı35776397,13 Aralık 2025,Kia,Rio,1.4 CRDi Natty,2014,161.000 km,Düz,Dizel,Hatchback/5,Gri (Gümüş),,,,,,2 boyalı,Takasa Uygun,Sahibinden,İkinci El,765000.0
Kopyalandı35759640,13 Aralık 2025,Kia,Rio,1.25 CVVT Comfort,2017,76.000 km,Düz,Benzin,Hatchback/5,Beyaz,1248 cc,85 hp,Önden Çekiş,"5,1 lt",43 lt,Belirtilmemiş,,Sahibinden,İkinci El,820000.0
Kopyalandı35775651,13 Aralık 2025,Kia,Sephia,1.5 LS,1999,300.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1498 cc,88 hp,Önden Çekiş,"7,9 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,215000.0
Kopyalandı31273154,13 Aralık 2025,Kia,Ceed,1.6 CRDi Concept Plus,2015,220.000 km,Otomatik,Dizel,Hatchback/5,Siyah,1582 cc,128 hp,Önden Çekiş,"5,5 lt",53 lt,6 boyalı,Takasa Uygun,Sahibinden,İkinci El,925000.0
Kopyalandı35757508,13 Aralık 2025,Kia,Cerato,1.6 EX Comfort,2007,257.000 km,Düz,Dizel,Sedan,Siyah,1582 cc,115 hp,Önden Çekiş,"4,9 lt",55 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,İkinci El,415000.0
Kopyalandı35779920,13 Aralık 2025,Kia,Picanto,1.0 MPI,2025,17.828 km,Otomatik,Benzin,Hatchback/5,Beyaz,998 cc,67 hp,Önden Çekiş,"5,3 lt",35 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1110000.0
Kopyalandı35787354,13 Aralık 2025,Kia,Picanto,1.0 MPI,2021,42.600 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,965000.0
Kopyalandı35697013,13 Aralık 2025,Kia,Rio,1.4 CVVT Elegance,2019,95.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,,,4 boyalı,Takasa Uygun Değil,Galeriden,İkinci El,1065000.0
Kopyalandı35285899,13 Aralık 2025,Kia,Rio,1.4 CRDi Fancy,2015,217.000 km,Düz,Dizel,Hatchback/5,Beyaz,1396 cc,90 hp,Önden Çekiş,"4,5 lt",43 lt,3 boyalı,Takasa Uygun,Galeriden,İkinci El,625000.0
Kopyalandı35254000,13 Aralık 2025,Kia,Ceed,1.6 CRDi Concept Plus,2013,238.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1582 cc,128 hp,Önden Çekiş,"4,3 lt",53 lt,"2 değişen, 3 boyalı",Takasa Uygun,Galeriden,İkinci El,760000.0
Kopyalandı35252925,13 Aralık 2025,Kia,Picanto,1.25 MPI Cool,2020,85.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,6 boyalı,Takasa Uygun,Galeriden,İkinci El,825000.0
Kopyalandı35130304,13 Aralık 2025,Kia,Picanto,1.0 MPI,2025,19.000 km,Otomatik,Benzin,Hatchback/5,Bej,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1095000.0
Kopyalandı34092827,13 Aralık 2025,Kia,Ceed,1.6 CRDi Premium,2013,290.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,"3 değişen, 7 boyalı",Takasa Uygun,Galeriden,İkinci El,765000.0
Kopyalandı34070707,13 Aralık 2025,Kia,Cerato,1.6 CRDi Concept Plus,2017,196.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1582 cc,136 hp,Önden Çekiş,"4,6 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1170000.0
Kopyalandı32721567,13 Aralık 2025,Kia,Carnival,2.9 TD,2002,217.000 km,Düz,Dizel,MPV,Mavi,2902 cc,126 hp,Önden Çekiş,"8,3 lt",75 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,450000.0
Kopyalandı35754101,12 Aralık 2025,Kia,Pro Ceed,1.6 CRDi Premium,2013,230.000 km,Otomatik,Dizel,Hatchback/3,Beyaz,1582 cc,128 hp,Önden Çekiş,"5,5 lt",53 lt,Tamamı orjinal,,Sahibinden,İkinci El,888000.0
Kopyalandı35751090,12 Aralık 2025,Kia,Ceed,1.6 CRDi Motion,2011,226.000 km,Düz,Dizel,Hatchback/5,Beyaz,1582 cc,115 hp,Önden Çekiş,"4,4 lt",53 lt,11 boyalı,,Sahibinden,İkinci El,520000.0
Kopyalandı35747491,12 Aralık 2025,Kia,Picanto,1.2 MPI Cool,2025,6.001 km,Otomatik,Benzin,Hatchback/5,Beyaz,1197 cc,79 hp,Önden Çekiş,"5,8 lt",35 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,1255000.0
Kopyalandı35747226,12 Aralık 2025,Kia,Picanto,1.0 MPI,2021,36.200 km,Otomatik,Benzin,Hatchback/5,Beyaz,998 cc,67 hp,Önden Çekiş,"5,3 lt",35 lt,Tamamı orjinal,,Sahibinden,İkinci El,900000.0
Kopyalandı35756971,12 Aralık 2025,Kia,Picanto,1.0 MPI,2025,18.100 km,Otomatik,Benzin,Hatchback/5,Lacivert,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1094000.0
Kopyalandı35745812,12 Aralık 2025,Kia,Ceed,1.6 CRDi Motion SW,2011,275.000 km,Düz,Dizel,Station wagon,Beyaz,1582 cc,115 hp,Önden Çekiş,5 lt,53 lt,Belirtilmemiş,,Sahibinden,İkinci El,500000.0
Kopyalandı35756937,12 Aralık 2025,Kia,Picanto,1.0 MPI,2025,21.800 km,Otomatik,Benzin,Hatchback/5,Bej,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1094000.0
Kopyalandı35756935,12 Aralık 2025,Kia,Picanto,1.0 MPI,2025,24.825 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1094000.0
Kopyalandı35756934,12 Aralık 2025,Kia,Picanto,1.0 MPI,2025,23.550 km,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1094000.0
Kopyalandı35742747,12 Aralık 2025,Kia,Cerato,1.6 CRDi Concept Plus,2016,189.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1582 cc,136 hp,Önden Çekiş,"4,6 lt",50 lt,Belirtilmemiş,,Sahibinden,İkinci El,1150000.0
Kopyalandı35753687,12 Aralık 2025,Kia,Rio,1.4 CRDi Concept Plus,2015,195.000 km,Düz,Dizel,Hatchback/5,Beyaz,1396 cc,90 hp,Önden Çekiş,"3,9 lt",43 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,İkinci El,750000.0
Kopyalandı34570607,12 Aralık 2025,Kia,Picanto,1.1 Hiper,2011,94.150 km,Düz,Benzin,Hatchback/5,Siyah,1086 cc,65 hp,Önden Çekiş,"5,2 lt",35 lt,Belirtilmemiş,Takasa Uygun,Yetkili Bayiden,İkinci El,479750.0
Kopyalandı35787249,12 Aralık 2025,Kia,Cerato,1.6 MPI Elegance,2022,28.000 km,Otomatik,Benzin,Sedan,Gri,1591 cc,128 hp,Önden Çekiş,"7,3 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1370000.0
Kopyalandı35787146,12 Aralık 2025,Kia,Ceed,1.6 CRDi Premium SW,2013,292.000 km,Otomatik,Dizel,Station wagon,Siyah,1582 cc,128 hp,Önden Çekiş,"4,4 lt",53 lt,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,İkinci El,675000.0
Kopyalandı35786694,12 Aralık 2025,Kia,Rio,1.4 CRDi Concept Plus,2016,139.000 km,Düz,Dizel,Hatchback/5,Mavi,1396 cc,90 hp,Önden Çekiş,"3,9 lt",43 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,İkinci El,765000.0
Kopyalandı35697332,12 Aralık 2025,Kia,Cerato,1.6 MPI Elegance,2023,42.500 km,Otomatik,LPG & Benzin,Sedan,Mavi,1591 cc,128 hp,Önden Çekiş,"7,3 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,İkinci El,1395000.0
Kopyalandı35663379,12 Aralık 2025,Kia,Rio,1.5 CRDi EX Comfort,2007,245.000 km,Düz,Dizel,Sedan,Beyaz,1493 cc,110 hp,Önden Çekiş,"4,7 lt",45 lt,"1 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,İkinci El,419000.0
Kopyalandı35252931,12 Aralık 2025,Kia,Picanto,1.0 MPI,2025,18.998 km,Otomatik,Benzin,Hatchback/5,Gri,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1095000.0
Kopyalandı35252926,12 Aralık 2025,Kia,Picanto,1.0 MPI,2023,39.000 km,Otomatik,Benzin,Hatchback/5,Gri,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,,,Belirtilmemiş,Takasa Uygun,Galeriden,İkinci El,906400.0
Kopyalandı35252870,12 Aralık 2025,Kia,Cerato,1.6 CRDi Concept Techno,2017,157.245 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Takasa Uygun,Yetkili Bayiden,İkinci El,1169500.0
Kopyalandı35252868,12 Aralık 2025,Kia,Cerato,1.6 EX Comfort,2006,259.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,1599 cc,105 hp,Önden Çekiş,"7,8 lt",55 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,509000.0
Kopyalandı34675112,12 Aralık 2025,Kia,Ceed,1.5 T-GDI Cool,2022,88.000 km,Yarı Otomatik,Benzin,Hatchback/5,Gri,1482 cc,160 hp,Önden Çekiş,"5,8 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,1425000.0
Kopyalandı34674426,12 Aralık 2025,Kia,Picanto,1.0 MPI,2019,84.000 km,Otomatik,Benzin,Hatchback/5,Gri,998 cc,67 hp,Önden Çekiş,"5,3 lt",35 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,879000.0
Kopyalandı34627126,12 Aralık 2025,Kia,Rio,1.25 CVVT Natty,2014,159.000 km,Düz,Benzin,Hatchback/5,Beyaz,1248 cc,85 hp,Önden Çekiş,"5,1 lt",43 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,İkinci El,595000.0
Kopyalandı34073235,12 Aralık 2025,Kia,Pro Ceed,1.6 GDI GT,2013,190.000 km,Düz,Benzin,Hatchback/3,Kırmızı,1591 cc,204 hp,Önden Çekiş,"7,4 lt",53 lt,1 değişen,Takasa Uygun,Galeriden,İkinci El,975000.0
